-BEGIN HEADER-;;;;;
NASA/POWER CERES/MERRA2 Native Resolution Daily Data ;;;;;
Dates (month/day/year): 01/01/2012 through 12/31/2021 ;;;;;
Location: Latitude  -33.7453   Longitude -70.0584 ;;;;;
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 3232.94 meters;;;;;
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 ;;;;;
Parameter(s): ;;;;;
QV2M            MERRA-2 Specific Humidity at 2 Meters (g/kg) ;;;;;
RH2M            MERRA-2 Relative Humidity at 2 Meters (%) ;;;;;
PREC     MERRA-2 Precipitation Corrected (mm/day) ;;;;;
T2M     MERRA-2 Temperature at 2 Meters (C) ;;;;;
WS2M     MERRA-2 Wind Speed at 2 Meters (m/s) ;;;;;
-END HEADER-;;;;;
;QV2M (g/kg) ;RH2M (%);Prec (mm);T2M ( C);WS2M (m/S)
23-01-2016;7.93;64.75;4.28;12.43;2.76
24-01-2016;4.76;67.94;4.92;3.64;4.0
25-01-2016;3.72;56.12;0.0;3.11;3.09
26-01-2016;3.78;55.62;0.0;4.4;2.83
27-01-2016;4.46;59.94;0.38;5.04;2.68
28-01-2016;4.82;59.12;0.01;6.52;2.94
29-01-2016;4.27;57.06;0.53;5.24;2.05
30-01-2016;4.15;44.81;0.29;9.15;1.49
31-01-2016;5.74;60.44;0.16;9.07;1.57
01-02-2016;6.04;67.62;0.35;7.54;1.2
02-02-2016;5.31;58.94;0.07;8.27;2.16
03-02-2016;5.13;56.31;0.0;8.27;2.59
04-02-2016;4.94;55.88;0.48;7.69;2.8
05-02-2016;4.58;50.69;0.34;8.41;2.62
06-02-2016;4.39;42.69;0.06;10.23;2.48
07-02-2016;3.78;39.19;0.02;9.05;2.63
08-02-2016;3.85;46.0;0.07;7.42;2.59
09-02-2016;5.0;45.12;0.68;11.12;2.27
10-02-2016;4.58;39.88;1.12;11.48;2.52
11-02-2016;1.77;17.69;0.05;10.12;2.49
12-02-2016;2.62;29.81;0.01;8.9;2.85
13-02-2016;2.26;27.5;0.0;7.27;2.8
14-02-2016;1.95;21.88;0.05;8.98;2.25
15-02-2016;2.87;29.56;0.15;10.94;2.35
16-02-2016;2.75;30.38;0.11;8.37;3.0
17-02-2016;1.89;21.06;0.2;8.45;2.76
18-02-2016;2.62;26.75;0.65;9.31;2.91
19-02-2016;2.38;25.69;0.16;8.77;2.78
20-02-2016;2.62;20.88;0.0;13.48;1.73
21-02-2016;3.54;25.81;0.0;14.98;1.48
22-02-2016;4.94;38.25;0.41;14.01;2.03
23-02-2016;5.8;47.19;0.51;12.9;2.17
24-02-2016;2.38;21.88;0.0;11.23;2.37
25-02-2016;2.26;26.31;0.0;7.66;3.23
26-02-2016;2.44;35.31;0.0;4.23;3.26
27-02-2016;2.2;30.81;0.0;5.51;2.77
28-02-2016;1.89;22.12;0.0;7.8;2.56
29-02-2016;2.14;23.94;2.02;7.73;2.33
01-03-2016;2.32;23.69;1.94;9.56;2.0
02-03-2016;1.89;19.31;0.0;9.13;2.1
03-03-2016;2.14;24.19;0.27;8.08;1.99
04-03-2016;2.62;28.38;2.08;8.38;1.85
05-03-2016;4.46;47.12;4.55;8.87;1.53
06-03-2016;3.36;43.12;0.01;5.4;1.73
07-03-2016;3.42;45.75;0.08;4.64;1.77
08-03-2016;3.66;43.56;0.0;6.48;1.67
09-03-2016;3.6;40.62;1.46;8.89;1.62
10-03-2016;3.48;38.5;0.92;8.28;2.07
11-03-2016;3.05;34.38;0.01;8.77;1.51
12-03-2016;3.91;40.81;0.06;9.13;1.86
13-03-2016;2.75;27.12;0.36;9.86;1.72
14-03-2016;2.75;26.25;0.0;9.7;1.95
15-03-2016;2.69;26.69;0.0;10.23;2.09
16-03-2016;3.72;35.81;0.0;10.85;1.89
17-03-2016;3.85;50.44;0.0;5.58;2.96
18-03-2016;2.75;36.75;0.12;6.33;1.91
19-03-2016;2.75;37.94;0.0;4.96;2.27
20-03-2016;1.46;21.69;0.0;4.99;1.84
21-03-2016;1.28;17.81;0.0;4.94;2.16
22-03-2016;2.26;27.12;0.0;7.61;1.88
23-03-2016;2.38;25.69;0.0;8.8;1.84
24-03-2016;4.03;51.44;0.14;6.27;1.63
25-03-2016;3.42;42.5;0.2;6.96;1.6
26-03-2016;3.05;37.94;0.02;6.07;1.74
27-03-2016;2.01;26.56;0.0;5.75;2.02
28-03-2016;2.69;30.62;0.0;7.83;1.65
29-03-2016;3.72;40.0;0.0;8.35;1.94
30-03-2016;3.97;52.62;0.0;5.4;2.41
31-03-2016;2.69;32.75;0.04;6.41;2.0
01-04-2016;4.52;61.69;0.03;4.46;2.74
02-04-2016;4.09;62.88;0.19;3.52;2.52
03-04-2016;4.15;63.31;0.12;3.02;2.93
04-04-2016;2.99;53.62;0.0;2.15;2.7
05-04-2016;3.72;62.81;1.19;1.66;2.11
06-04-2016;3.6;62.5;0.0;1.15;3.62
07-04-2016;2.75;48.5;1.18;1.6;2.45
08-04-2016;3.85;65.62;4.43;1.58;2.09
09-04-2016;2.62;54.75;0.61;-0.06;2.45
10-04-2016;1.28;23.69;0.29;1.85;1.67
11-04-2016;2.38;32.81;0.02;4.27;1.73
12-04-2016;3.42;55.38;0.03;2.51;1.96
13-04-2016;2.87;56.75;0.2;0.21;2.98
14-04-2016;4.64;84.0;2.57;0.26;3.89
15-04-2016;5.13;85.44;21.06;1.09;5.93
16-04-2016;5.62;88.75;7.14;1.93;4.01
17-04-2016;5.43;90.31;19.98;1.22;3.88
18-04-2016;4.33;87.38;2.71;-1.17;3.58
19-04-2016;1.89;47.31;0.0;-1.86;2.28
20-04-2016;2.14;43.44;0.0;-0.4;2.5
21-04-2016;3.11;52.94;0.0;1.38;1.91
22-04-2016;3.3;65.94;0.03;-0.68;4.38
23-04-2016;4.09;84.62;3.8;-1.69;7.7
24-04-2016;3.05;82.25;4.74;-4.79;6.2
25-04-2016;1.71;58.38;1.45;-7.45;1.47
26-04-2016;1.65;36.94;0.0;-1.8;1.73
27-04-2016;2.08;38.0;0.0;0.66;1.44
28-04-2016;3.11;57.19;0.0;0.21;1.54
29-04-2016;3.23;57.19;0.0;0.89;1.8
30-04-2016;4.21;64.25;0.02;2.77;2.02
01-05-2016;5.0;91.5;0.62;-0.24;3.3
02-05-2016;4.03;79.0;0.37;-0.6;2.46
03-05-2016;3.6;55.12;0.0;2.88;1.77
04-05-2016;2.93;46.19;0.0;2.49;1.46
05-05-2016;3.54;69.69;2.79;-0.85;1.86
06-05-2016;3.05;65.56;0.18;-1.32;2.02
07-05-2016;3.6;69.38;0.15;-0.64;2.08
08-05-2016;2.75;63.06;0.0;-1.91;1.94
09-05-2016;3.48;71.88;0.04;-1.24;1.33
10-05-2016;3.17;56.19;0.6;0.8;1.23
11-05-2016;4.15;87.38;6.03;-1.62;1.45
12-05-2016;3.23;68.44;0.19;-1.0;1.48
13-05-2016;2.99;55.56;0.58;0.15;1.41
14-05-2016;3.66;83.25;0.62;-2.7;2.87
15-05-2016;3.54;75.69;0.36;-1.66;1.49
16-05-2016;2.99;60.88;0.16;-0.99;1.95
17-05-2016;3.42;75.06;0.14;-2.09;2.02
18-05-2016;3.72;80.38;2.02;-1.9;3.38
19-05-2016;3.36;81.44;1.19;-3.17;3.11
20-05-2016;3.66;81.56;1.98;-2.18;0.98
21-05-2016;2.99;76.44;2.06;-4.22;1.44
22-05-2016;1.77;34.69;0.0;-0.41;1.39
23-05-2016;2.56;44.56;0.0;1.38;1.98
24-05-2016;2.5;49.19;0.0;-0.32;2.56
25-05-2016;2.26;53.5;0.03;-2.47;2.54
26-05-2016;2.14;43.81;0.91;-1.19;1.12
27-05-2016;3.66;75.0;2.2;-1.27;1.02
28-05-2016;3.6;79.81;0.31;-2.06;1.52
29-05-2016;3.66;89.12;10.06;-3.63;2.86
30-05-2016;2.75;85.5;0.8;-6.67;2.05
31-05-2016;2.5;83.88;0.28;-7.29;3.37
01-06-2016;2.26;83.81;0.24;-8.5;3.39
02-06-2016;2.56;81.12;9.9;-6.92;2.23
03-06-2016;3.23;92.69;21.19;-5.75;3.39
04-06-2016;1.83;86.38;0.2;-11.53;1.87
05-06-2016;1.65;88.12;0.0;-13.53;1.48
06-06-2016;1.4;66.38;0.0;-11.45;1.53
07-06-2016;1.46;43.19;0.0;-6.49;1.36
08-06-2016;1.4;43.06;0.0;-7.08;1.43
09-06-2016;1.46;48.69;0.0;-7.7;1.45
10-06-2016;1.59;43.62;0.0;-5.66;1.38
11-06-2016;2.01;43.88;0.0;-3.09;1.2
12-06-2016;3.48;70.38;0.23;-1.81;1.48
13-06-2016;4.27;93.56;0.21;-2.65;2.51
14-06-2016;3.6;89.44;0.0;-3.86;2.59
15-06-2016;3.3;82.31;0.0;-3.7;1.91
16-06-2016;1.59;30.94;0.0;-0.82;1.12
17-06-2016;1.4;29.12;0.0;-1.2;1.16
18-06-2016;1.77;36.44;0.0;-1.99;1.19
19-06-2016;1.83;39.38;0.0;-1.79;0.98
20-06-2016;2.2;54.56;0.0;-3.61;1.01
21-06-2016;1.59;35.0;0.0;-2.07;1.22
22-06-2016;1.77;35.75;0.0;-1.3;1.72
23-06-2016;1.95;43.44;0.0;-2.1;1.52
24-06-2016;2.26;57.0;0.0;-3.82;0.96
25-06-2016;2.87;67.25;0.0;-2.83;1.49
26-06-2016;2.75;65.0;0.93;-2.86;1.99
27-06-2016;3.42;66.44;0.27;-0.81;1.12
28-06-2016;1.95;41.5;0.0;-1.45;2.0
29-06-2016;1.95;42.12;0.0;-1.88;2.23
30-06-2016;3.3;70.31;0.0;-1.7;1.84
01-07-2016;4.09;84.06;0.07;-1.1;2.1
02-07-2016;4.15;87.69;0.17;-1.84;2.79
03-07-2016;3.36;86.44;0.8;-4.31;1.97
04-07-2016;2.44;73.88;0.01;-5.7;0.94
05-07-2016;2.38;78.0;0.0;-6.88;1.62
06-07-2016;1.59;36.31;0.0;-2.61;1.47
07-07-2016;1.53;32.62;0.0;-1.49;1.68
08-07-2016;1.83;44.5;0.0;-3.09;2.22
09-07-2016;2.08;57.62;0.0;-4.96;2.32
10-07-2016;2.14;64.12;0.7;-5.81;4.88
11-07-2016;2.26;82.38;11.44;-8.77;4.88
12-07-2016;2.08;68.69;0.38;-7.65;2.49
13-07-2016;2.81;89.44;5.83;-7.0;6.14
14-07-2016;1.71;74.62;2.26;-10.49;2.93
15-07-2016;1.1;49.88;0.0;-11.2;2.2
16-07-2016;1.4;38.31;0.0;-5.72;1.65
17-07-2016;1.77;58.94;1.04;-6.8;2.7
18-07-2016;2.08;64.25;0.01;-5.62;1.36
19-07-2016;2.5;60.19;0.0;-3.06;1.74
20-07-2016;2.62;70.25;0.0;-4.63;2.48
21-07-2016;2.5;59.38;0.85;-3.1;2.56
22-07-2016;2.99;70.06;1.27;-2.84;3.6
23-07-2016;3.23;84.31;0.22;-4.14;2.48
24-07-2016;3.05;81.0;7.32;-4.67;2.62
25-07-2016;2.69;89.5;14.4;-7.95;3.71
26-07-2016;1.89;47.75;0.0;-5.1;1.59
27-07-2016;2.62;57.25;0.0;-1.81;1.8
28-07-2016;2.38;61.31;0.0;-3.99;2.48
29-07-2016;2.08;54.69;0.0;-4.36;2.55
30-07-2016;2.44;62.81;0.0;-4.2;2.8
31-07-2016;2.69;82.62;0.0;-6.26;2.86
01-08-2016;1.4;32.88;0.0;-2.99;1.38
02-08-2016;1.59;35.5;0.0;-2.21;1.58
03-08-2016;1.59;39.75;0.0;-3.67;2.37
04-08-2016;1.83;44.25;0.0;-3.25;2.8
05-08-2016;2.01;60.19;0.0;-5.26;2.43
06-08-2016;1.83;41.44;0.0;-1.93;1.29
07-08-2016;2.38;52.62;0.0;-2.11;1.7
08-08-2016;1.89;43.38;0.0;-1.92;1.27
09-08-2016;1.53;22.94;0.0;2.12;0.98
10-08-2016;1.95;34.12;0.0;1.87;1.43
11-08-2016;1.77;35.69;0.0;-0.13;2.38
12-08-2016;2.56;47.12;0.01;0.59;2.64
13-08-2016;3.66;71.19;0.04;-0.49;2.7
14-08-2016;4.09;82.44;0.0;-1.09;3.57
15-08-2016;3.66;71.44;0.0;-0.44;4.2
16-08-2016;3.66;83.94;0.05;-2.94;6.7
17-08-2016;1.77;52.5;0.0;-5.49;5.12
18-08-2016;1.22;41.25;0.0;-7.1;3.3
19-08-2016;1.77;72.81;0.0;-9.09;2.84
20-08-2016;1.71;52.56;0.04;-5.35;1.48
21-08-2016;1.65;19.12;0.64;6.55;0.74
22-08-2016;2.14;26.0;0.0;6.09;1.53
23-08-2016;2.2;27.94;0.03;5.37;1.74
24-08-2016;2.32;38.0;0.0;2.37;2.98
25-08-2016;2.08;37.5;0.0;1.41;2.8
26-08-2016;2.32;50.94;0.0;-1.05;2.52
27-08-2016;3.05;75.69;0.0;-3.73;2.98
28-08-2016;2.5;58.19;0.0;-2.85;1.23
29-08-2016;1.71;29.75;0.0;1.55;1.09
30-08-2016;3.91;66.0;0.0;1.64;2.18
31-08-2016;3.85;84.0;0.01;-2.15;4.8
01-09-2016;1.71;53.44;0.04;-5.42;2.49
02-09-2016;1.22;42.0;0.64;-6.3;2.08
03-09-2016;1.22;46.81;0.0;-8.49;3.74
04-09-2016;1.28;48.75;0.0;-7.7;1.5
05-09-2016;1.16;33.56;0.0;-4.33;1.66
06-09-2016;1.22;23.12;0.0;0.28;1.95
07-09-2016;1.71;30.38;0.0;1.55;2.05
08-09-2016;2.01;32.5;0.0;2.51;1.82
09-09-2016;2.2;31.56;0.0;3.73;1.58
10-09-2016;2.44;35.5;0.0;4.38;2.03
11-09-2016;2.44;47.12;0.0;0.27;3.95
12-09-2016;2.01;62.44;0.0;-6.04;5.62
13-09-2016;1.65;33.12;0.0;0.01;1.94
14-09-2016;1.77;31.25;0.0;1.71;1.65
15-09-2016;2.56;47.19;0.0;0.98;2.2
16-09-2016;3.11;56.38;0.0;0.55;3.44
17-09-2016;1.59;34.44;0.0;-0.95;3.94
18-09-2016;1.4;19.38;0.0;4.86;1.74
19-09-2016;1.71;19.94;0.0;7.13;1.47
20-09-2016;2.08;26.75;0.0;5.73;1.79
21-09-2016;2.32;33.88;0.0;3.78;2.27
22-09-2016;2.69;41.75;0.0;3.96;1.41
23-09-2016;2.56;44.19;0.0;2.08;2.45
24-09-2016;1.71;25.06;0.0;4.39;1.67
25-09-2016;1.95;27.0;0.0;5.11;2.41
26-09-2016;2.08;26.5;0.0;5.83;1.97
27-09-2016;2.2;27.69;0.0;5.98;2.07
28-09-2016;2.81;35.88;0.02;6.3;1.79
29-09-2016;2.99;53.69;0.03;1.25;3.41
30-09-2016;1.46;31.38;0.0;-0.32;2.78
01-10-2016;2.38;44.25;0.0;1.23;2.75
02-10-2016;2.01;33.81;0.0;3.26;1.9
03-10-2016;2.5;40.69;0.17;3.22;2.57
04-10-2016;2.93;63.56;0.46;-1.13;2.97
05-10-2016;2.87;48.44;0.04;2.16;2.12
06-10-2016;4.27;69.38;0.0;1.8;3.07
07-10-2016;2.69;60.69;0.0;-1.17;2.58
08-10-2016;1.53;31.25;0.0;0.43;2.7
09-10-2016;2.5;40.5;0.0;2.55;2.23
10-10-2016;2.81;49.81;0.0;1.22;2.78
11-10-2016;2.69;50.94;0.0;0.44;3.55
12-10-2016;2.81;62.62;0.82;-2.1;4.02
13-10-2016;3.48;70.81;0.9;-0.68;2.67
14-10-2016;3.72;71.5;0.0;-0.21;2.88
15-10-2016;3.97;77.88;5.25;-0.76;3.9
16-10-2016;2.5;65.5;2.02;-4.21;5.07
17-10-2016;3.23;69.81;0.51;-1.99;2.47
18-10-2016;2.62;71.19;0.41;-4.59;3.02
19-10-2016;1.95;55.19;0.18;-4.53;1.77
20-10-2016;1.46;36.31;0.01;-1.99;2.5
21-10-2016;1.65;26.94;0.0;2.69;2.23
22-10-2016;3.05;50.12;0.0;2.24;2.44
23-10-2016;2.99;52.75;0.18;1.04;3.23
24-10-2016;2.69;67.44;0.06;-3.26;3.12
25-10-2016;2.14;43.69;0.03;-0.45;1.34
26-10-2016;3.23;43.25;0.0;5.83;1.43
27-10-2016;3.66;41.5;0.0;7.88;1.73
28-10-2016;4.09;40.5;0.0;9.59;1.48
29-10-2016;4.15;50.5;0.0;6.55;2.32
30-10-2016;4.21;71.19;0.18;1.51;3.41
31-10-2016;2.93;65.19;0.13;-1.26;5.14
01-11-2016;1.34;40.44;0.31;-3.93;3.82
02-11-2016;1.46;26.94;0.0;1.65;2.3
03-11-2016;3.36;35.56;0.0;8.28;1.75
04-11-2016;3.11;31.19;0.0;9.85;2.04
05-11-2016;3.3;33.5;0.0;10.2;1.98
06-11-2016;3.54;40.25;0.0;8.04;2.09
07-11-2016;3.23;38.94;0.0;7.42;1.68
08-11-2016;3.17;41.12;0.0;6.04;2.75
09-11-2016;3.17;44.0;0.0;5.19;2.93
10-11-2016;2.5;34.06;0.0;5.4;3.0
11-11-2016;2.44;34.88;0.0;4.67;2.84
12-11-2016;2.44;38.81;0.0;3.42;3.0
13-11-2016;2.62;45.94;0.0;1.4;3.66
14-11-2016;2.99;49.81;0.0;1.93;3.56
15-11-2016;2.99;48.25;0.0;2.62;2.84
16-11-2016;3.3;57.31;0.0;1.9;2.88
17-11-2016;2.01;33.5;0.0;5.89;1.48
18-11-2016;2.01;24.56;0.0;7.11;2.2
19-11-2016;3.48;46.31;0.0;5.17;1.84
20-11-2016;4.09;67.31;2.05;2.08;2.02
21-11-2016;3.72;60.38;0.71;2.57;2.1
22-11-2016;4.58;65.81;0.0;3.94;1.28
23-11-2016;4.82;76.88;1.29;2.2;0.98
24-11-2016;3.97;60.19;0.0;3.33;2.33
25-11-2016;3.78;55.38;0.13;4.19;3.33
26-11-2016;2.81;55.12;0.03;0.75;3.56
27-11-2016;2.69;51.06;0.2;0.87;3.39
28-11-2016;1.89;30.31;0.0;5.26;1.69
29-11-2016;4.03;54.12;0.0;6.86;1.69
30-11-2016;4.7;51.81;0.0;7.83;2.2
01-12-2016;4.27;47.75;0.37;8.02;2.17
02-12-2016;3.91;47.44;0.01;7.33;2.3
03-12-2016;3.54;39.88;0.03;8.68;2.41
04-12-2016;3.66;47.06;0.21;6.25;4.05
05-12-2016;1.95;27.69;0.0;4.33;3.65
06-12-2016;2.14;30.19;0.0;5.59;3.27
07-12-2016;3.05;43.44;0.26;4.62;2.77
08-12-2016;5.13;79.62;11.01;2.23;1.55
09-12-2016;5.0;77.12;6.0;2.8;1.56
10-12-2016;5.25;67.38;0.01;5.56;2.19
11-12-2016;5.13;61.12;0.27;7.43;2.45
12-12-2016;4.46;60.69;0.71;5.5;3.47
13-12-2016;2.32;30.0;0.0;7.19;2.57
14-12-2016;2.32;20.88;0.0;11.27;2.03
15-12-2016;3.05;25.56;0.0;12.37;1.64
16-12-2016;4.27;40.56;0.0;10.02;2.4
17-12-2016;3.97;46.56;0.05;8.19;2.83
18-12-2016;2.62;33.19;0.0;7.71;2.05
19-12-2016;3.05;31.94;0.0;9.83;2.18
20-12-2016;2.5;29.06;0.0;8.4;2.75
21-12-2016;3.72;43.5;0.0;7.07;2.93
22-12-2016;3.42;44.94;0.0;5.5;3.09
23-12-2016;2.81;34.0;0.0;6.46;2.59
24-12-2016;3.11;39.62;0.03;6.37;3.25
25-12-2016;3.72;56.5;0.2;2.54;4.55
26-12-2016;3.85;77.19;4.6;-1.27;1.95
27-12-2016;3.23;43.0;0.0;6.0;1.46
28-12-2016;4.15;43.88;0.0;10.3;1.58
29-12-2016;5.25;45.88;0.0;11.81;1.83
30-12-2016;5.37;47.5;0.0;11.21;2.34
31-12-2016;4.03;42.56;0.0;9.28;3.13
01-01-2017;3.36;34.62;0.0;9.59;2.95
02-01-2017;2.5;27.5;0.0;9.05;3.16
03-01-2017;2.44;28.19;0.0;7.76;3.94
04-01-2017;2.2;26.88;0.0;7.11;3.27
05-01-2017;2.14;23.81;0.0;8.91;2.52
06-01-2017;2.87;29.75;0.0;9.43;2.45
07-01-2017;3.6;38.12;0.01;8.67;2.52
08-01-2017;4.03;51.5;0.02;6.62;3.36
09-01-2017;3.78;50.0;0.03;5.37;3.86
10-01-2017;4.76;55.5;0.04;7.17;2.99
11-01-2017;3.23;30.44;0.0;11.58;2.14
12-01-2017;3.78;35.81;0.0;12.09;2.27
13-01-2017;3.36;31.0;0.0;11.07;2.31
14-01-2017;2.87;29.06;0.0;9.72;2.95
15-01-2017;2.08;22.94;0.0;9.74;2.31
16-01-2017;1.95;19.69;0.0;10.02;2.57
17-01-2017;2.44;24.94;0.0;11.19;2.54
18-01-2017;2.26;19.38;0.0;12.24;2.23
19-01-2017;2.81;24.69;0.0;13.36;2.24
20-01-2017;5.31;42.81;0.0;15.34;1.79
21-01-2017;5.19;38.0;0.08;14.87;2.13
22-01-2017;3.17;25.06;0.39;13.48;2.09
23-01-2017;3.97;37.0;0.15;11.5;2.1
24-01-2017;3.72;34.69;0.19;11.55;1.95
25-01-2017;4.09;35.12;0.0;13.17;1.99
26-01-2017;4.27;39.38;0.0;13.41;1.73
27-01-2017;3.54;28.12;0.0;15.39;1.34
28-01-2017;3.91;25.12;0.0;17.15;1.58
29-01-2017;4.46;29.81;0.0;15.55;2.05
30-01-2017;4.58;39.88;0.0;11.75;2.36
31-01-2017;4.09;42.12;0.0;9.67;2.48
01-02-2017;4.03;45.5;0.25;8.69;2.37
02-02-2017;3.91;50.88;0.1;6.53;3.0
03-02-2017;4.33;59.0;0.45;4.73;3.17
04-02-2017;4.64;73.56;1.28;2.44;3.97
05-02-2017;1.59;25.25;0.0;6.38;2.41
06-02-2017;2.38;26.69;0.0;8.29;2.52
07-02-2017;2.93;36.69;0.02;6.87;2.79
08-02-2017;2.56;35.12;0.12;6.23;3.12
09-02-2017;2.5;32.38;0.14;6.72;2.52
10-02-2017;4.09;47.75;0.79;6.96;1.37
11-02-2017;2.32;26.44;0.02;8.33;1.98
12-02-2017;3.48;35.19;0.24;9.94;1.5
13-02-2017;5.0;49.94;0.07;9.94;1.51
14-02-2017;5.74;57.12;0.05;9.08;1.61
15-02-2017;5.0;56.56;0.05;8.04;2.21
16-02-2017;4.09;51.69;0.05;5.82;3.02
17-02-2017;3.78;50.94;0.0;4.63;3.77
18-02-2017;2.14;30.06;0.0;5.48;2.87
19-02-2017;2.81;25.25;0.0;11.29;2.06
20-02-2017;5.43;44.12;0.0;13.12;2.02
21-02-2017;5.37;44.44;0.02;13.65;1.78
22-02-2017;7.81;61.06;0.03;13.23;1.35
23-02-2017;6.59;51.94;0.05;14.03;1.59
24-02-2017;6.16;51.69;4.12;12.93;1.52
25-02-2017;6.71;59.62;0.41;11.03;1.38
26-02-2017;7.69;74.0;0.05;9.32;2.11
27-02-2017;6.23;60.06;0.1;9.94;2.16
28-02-2017;5.92;60.56;0.02;8.51;2.73
01-03-2017;5.74;64.69;0.0;7.96;3.05
02-03-2017;5.25;66.5;0.0;6.18;3.3
03-03-2017;4.7;60.06;0.0;5.79;2.73
04-03-2017;3.05;49.5;0.0;3.9;2.9
05-03-2017;1.46;20.81;0.0;5.74;2.46
06-03-2017;1.89;21.62;0.08;7.61;2.31
07-03-2017;2.26;26.12;0.01;7.15;2.09
08-03-2017;1.89;30.19;0.06;3.73;3.68
09-03-2017;1.95;36.5;0.32;0.72;3.92
10-03-2017;0.98;15.81;0.0;3.55;2.91
11-03-2017;1.4;24.44;8.78;1.94;3.05
12-03-2017;1.22;12.62;0.0;8.87;1.8
13-03-2017;1.65;14.38;0.0;11.83;1.51
14-03-2017;3.48;43.69;0.66;6.95;2.24
15-03-2017;2.32;33.0;0.13;4.73;2.11
16-03-2017;2.75;40.69;0.0;5.07;1.94
17-03-2017;3.66;44.81;0.0;6.36;1.54
18-03-2017;3.85;45.88;0.0;7.23;1.98
19-03-2017;4.88;56.31;0.0;7.43;1.95
20-03-2017;5.0;66.88;0.0;5.19;1.35
21-03-2017;4.33;54.44;0.0;6.37;1.63
22-03-2017;4.64;55.06;0.0;7.33;1.35
23-03-2017;4.21;47.62;0.0;8.3;1.7
24-03-2017;5.0;54.69;0.02;8.3;1.72
25-03-2017;3.6;48.0;0.01;5.41;2.52
26-03-2017;1.95;29.94;0.07;3.66;2.6
27-03-2017;2.38;28.75;1.12;6.48;2.09
28-03-2017;3.91;43.19;0.69;7.98;1.99
29-03-2017;4.03;59.38;1.65;3.49;2.86
30-03-2017;1.95;30.06;0.05;3.23;2.36
31-03-2017;2.75;35.56;0.0;5.65;2.12
01-04-2017;4.21;60.12;0.14;4.4;2.67
02-04-2017;2.81;50.0;0.0;2.12;2.41
03-04-2017;1.46;21.56;0.0;4.3;1.99
04-04-2017;2.93;53.88;0.98;0.97;2.45
05-04-2017;2.5;43.25;0.11;2.33;2.2
06-04-2017;2.08;37.94;0.0;2.19;3.2
07-04-2017;3.17;74.62;0.54;-2.72;4.93
08-04-2017;2.32;60.44;0.0;-3.62;1.98
09-04-2017;2.2;48.44;0.0;-1.85;1.38
10-04-2017;1.71;29.19;0.0;1.99;1.76
11-04-2017;1.59;20.31;0.0;7.59;1.2
12-04-2017;2.38;29.75;0.0;6.48;1.63
13-04-2017;2.69;38.62;0.0;4.12;2.16
14-04-2017;2.69;42.88;0.14;2.76;2.34
15-04-2017;2.44;36.12;0.98;3.69;1.76
16-04-2017;4.15;55.19;1.44;4.74;1.54
17-04-2017;4.52;66.62;7.85;3.51;1.49
18-04-2017;4.64;81.0;2.54;0.73;1.39
19-04-2017;4.52;78.12;0.23;1.3;2.39
20-04-2017;5.37;89.38;3.11;1.26;4.56
21-04-2017;3.48;63.75;0.03;1.26;2.37
22-04-2017;3.54;58.31;0.0;2.3;2.01
23-04-2017;3.6;69.75;0.81;-0.32;2.41
24-04-2017;2.69;59.31;0.6;-1.45;2.67
25-04-2017;2.56;72.25;0.8;-5.12;2.87
26-04-2017;1.46;35.25;0.0;-1.91;1.91
27-04-2017;1.89;33.31;0.0;1.19;1.97
28-04-2017;2.08;30.75;0.0;3.49;1.3
29-04-2017;1.65;22.06;0.0;5.01;1.43
30-04-2017;1.59;22.12;0.0;4.98;1.49
01-05-2017;1.89;31.88;0.0;2.53;2.06
02-05-2017;2.01;39.38;0.0;-0.48;2.59
03-05-2017;1.89;30.81;0.0;3.11;1.53
04-05-2017;1.71;27.25;0.62;2.86;1.74
05-05-2017;1.53;20.31;0.0;5.33;1.72
06-05-2017;2.56;50.06;0.21;0.36;3.23
07-05-2017;3.54;79.88;7.45;-2.45;3.6
08-05-2017;2.69;59.56;2.88;-1.53;1.95
09-05-2017;2.75;52.69;0.0;0.2;1.35
10-05-2017;3.42;68.19;2.32;-0.67;1.69
11-05-2017;4.03;87.0;15.3;-2.25;2.22
12-05-2017;4.15;88.44;2.37;-2.06;1.45
13-05-2017;3.85;86.62;0.02;-2.58;2.29
14-05-2017;2.62;66.69;0.29;-3.99;2.98
15-05-2017;1.65;35.69;0.0;-1.67;1.43
16-05-2017;2.56;68.75;0.0;-3.94;2.23
17-05-2017;2.75;78.06;3.26;-5.18;2.77
18-05-2017;2.75;87.19;9.94;-6.89;2.34
19-05-2017;2.14;71.0;0.01;-7.19;1.36
20-05-2017;1.65;47.0;0.0;-4.88;1.71
21-05-2017;1.89;43.81;0.0;-2.77;2.34
22-05-2017;2.2;54.19;0.0;-3.42;2.59
23-05-2017;3.85;88.69;0.0;-2.93;3.05
24-05-2017;3.36;86.81;2.75;-4.32;2.42
25-05-2017;2.75;87.44;4.33;-6.57;2.38
26-05-2017;2.87;83.12;0.07;-5.76;1.33
27-05-2017;2.32;65.81;0.08;-5.17;0.95
28-05-2017;1.59;44.25;0.0;-5.06;1.52
29-05-2017;2.32;52.75;0.0;-2.56;1.0
30-05-2017;2.26;48.81;0.0;-1.33;1.05
31-05-2017;1.77;35.69;0.0;-0.65;1.63
